record_no,reason_claimed,archived_file,archived_path_now,archived_size,archived_sha256,claimed_canonical_file,canonical_path_resolved,canonical_size,canonical_sha256,size_delta,hash_match,content_test,disposition,risk_note,duplicate_copies_in_project
267,duplicate_format,L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,875,580202f27ca68b42494a5c6a4e7ac6c6760614b66a1c10bb108b2f29b8c44a9b,L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,03_SIMULATION/Location_Data/Sim_Locations/L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,1369,6280b4d2d8d4da3326019a12195cc73aeba943ce8bbd0ce0bfb844a475734cce,-494,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
268,duplicate_format,Marshals_Sentinels.zip,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/Marshals_Sentinels.zip,31085,f6599175c67fdf1e98508cbd4f155df650fa86d82a77e52ed354eb3d1d2a0480,Marshals_Sentinels.zip,03_SIMULATION/Entity_Profiles/Marshals_Sentinels/Marshals_Sentinels.zip,11049,6c6dfe30aca32ab4fbe0c78222f89377fb19eb51a181039c070305733eae7a67,20036,NO,ZIP_has_4_entries_ABSENT_from_canonical,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
269,duplicate_format,ORION_L3_WORKSHOPGATES_0001__v1.0.1__2026-02-13.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/ORION_L3_WORKSHOPGATES_0001__v1.0.1__2026-02-13.html,11063,b44a30fab9f00d5cd757e8fb23047489361f4e895ae69cd678e7908e016f4d01,ORION_L3_WORKSHOPGATES_0001__v1.0.1__2026-02-13.md,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/ORION_L3_WORKSHOPGATES_0001__v1.0.1__2026-02-13.md,9135,ebbbd081965c6b069d5e3f4943e0c9850c09d7e207a5563eb42b201c7bb187fb,1928,NO,CANONICAL_IS_SUBSET_of_archived,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
270,duplicate_format,ORION_PROPRIETARY_FORMAT_SLIMPACK__v0.3.0__2026-02-10__BAY02_1012.zip,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/ORION_PROPRIETARY_FORMAT_SLIMPACK__v0.3.0__2026-02-10__BAY02_1012.zip,13722,c09f918d5dde86373654d16d84c88e64d1040546326939d7d6634d6157a6910b,ORION_PROPRIETARY_FORMAT_SLIMPACK__v0.1.1__2026-02-08__BAY02_1012.zip,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/ORION_PROPRIETARY_FORMAT_SLIMPACK__v0.1.1__2026-02-08__BAY02_1012.zip,6997,18474e8facb8d8540196b0090c364b9cdc3f0377f889f64558facc485ecefe21,6725,NO,ZIP_has_6_entries_ABSENT_from_canonical,DO_NOT_DELETE (content NOT preserved by claimed canonical),ZIP: 5 entries exist nowhere else,0
271,duplicate_format,ZIPWIZ__GUMAS_OPTIMAL_EXPORT_PACK__v1.5.0__2026-02-10__r1.zip,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/ZIPWIZ__GUMAS_OPTIMAL_EXPORT_PACK__v1.5.0__2026-02-10__r1.zip,126974,fb5d50bc2233bd721ad68343dcd1ca6fcb5fd3cf28bce2a72eeb146fc50ea4c6,ZIPWIZ__GUMAS_OPTIMAL_EXPORT_PACK__v1.3.1__2026-02-09__r1.zip,02_DEVELOPMENT/Engine/Integration_Latest_v1.3/Engine Room/ZIPWIZ__GUMAS_OPTIMAL_EXPORT_PACK__v1.3.1__2026-02-09__r1.zip,64720,e2e2c5e80a5e1c1444f0c280464d10dc02588d40103761543276fc6fe3496f7d,62254,NO,ZIP_has_30_entries_ABSENT_from_canonical,DO_NOT_DELETE (content NOT preserved by claimed canonical),ZIP: 11 entries exist nowhere else,0
272,duplicate_format,00_README_INDEX.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/00_README_INDEX.md,1711,cd2ee2b3d37b51149e5d0b9efd3b1484dad9357997f48ae7a5561296bbe9e883,00_README_INDEX.md,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/00_README_INDEX.md,2617,6ea351a1498ef2ce4bdf86baf79d62e401c525d52781b95c09cffed81150e806,-906,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
273,duplicate_format,bundle.manifest.json,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/bundle.manifest.json,11088,3f433385e13a529cfe48b8a985a02bccbe2b895f79d5500538968915a940380c,bundle.manifest.json,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/bundle.manifest.json,4307,43ea8451ec9dc96dc8a45cab3341b25b480d6358fbec48ab7076e4307b581eba,6781,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
274,duplicate_format,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
275,duplicate_format,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
276,duplicate_format,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
277,duplicate_format,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
278,duplicate_format,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
279,duplicate_format,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
280,duplicate_format,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
281,duplicate_format,LOG__AUDIT_TRAIL__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/LOG__AUDIT_TRAIL__v1.0.md,567,f34df4b2afc1c6193fc857c5e090d885769f414430e98662730bc7685b927f2a,LOG__AUDIT_TRAIL__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__AUDIT_TRAIL__v1.0.md,603,0390e7fbed1f0800d524189ee16a626440cf155932dfd27c52a20a3402c81c33,-36,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
282,duplicate_format,LOG__CONFLICT_MATRIX__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/LOG__CONFLICT_MATRIX__v1.1.md,2610,772619d269dd382e5de8e5b7c20e302345e2425cb4011ea39d11f8b690b8226e,LOG__CONFLICT_MATRIX__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__CONFLICT_MATRIX__v1.1.txt,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,864,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
283,duplicate_format,LOG__DRIFT_LOG__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/LOG__DRIFT_LOG__v1.1.md,1823,fc0a720da1241240940bd63242da96c57188d9da9b5153a68192a839d3c21bbe,LOG__DRIFT_LOG__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__DRIFT_LOG__v1.1.txt,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,471,NO,CANONICAL_IS_SUBSET_of_archived,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
284,duplicate_format,LOG__L1_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/LOG__L1_RUN_LOG__v1.0.md,404,7dc63f2a9e74c8e978bfcdee14249df244de240f744b62c73bd3a63e2c07896f,LOG__L1_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L1_RUN_LOG__v1.0.txt,450,3be0c1d6e9d60a745a6c8620d8cd2ebb0c513cfef43e7814d90711851b59b61d,-46,NO,archived_text_contained_in_canonical,SAFE_TO_DELETE (content preserved in canonical),,1
285,duplicate_format,LOG__L2_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/LOG__L2_RUN_LOG__v1.0.md,456,024ff1335d16bb72d98d998ff428316a2540d1479ba911d85e668a40802d134e,LOG__L2_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L2_RUN_LOG__v1.0.txt,502,8ca8fc159c61d64aebac34d41955e2dac250d1d6344ae769a8d0ee221c3afc91,-46,NO,archived_text_contained_in_canonical,SAFE_TO_DELETE (content preserved in canonical),,1
286,duplicate_format,LOG__PROMOTION_QUEUE__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/LOG__PROMOTION_QUEUE__v1.1.md,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,LOG__PROMOTION_QUEUE__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__PROMOTION_QUEUE__v1.1.txt,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
287,duplicate_format,ORION__ARCHITECTURE_CONTRACT__L1_L2_L3__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__ARCHITECTURE_CONTRACT__L1_L2_L3__v1.0.md,1936,d0bef4be19e185f7a35ac7a2707706e073a573d00262283c4415b8f775088e7c,ORION__ARCHITECTURE_CONTRACT__L1_L2_L3__v1.0.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__ARCHITECTURE_CONTRACT__L1_L2_L3__v1.0.md,1936,d0bef4be19e185f7a35ac7a2707706e073a573d00262283c4415b8f775088e7c,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
288,duplicate_format,ORION__CANON_POLICY__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__CANON_POLICY__v1.1.md,887,b63b3d4dfd220e90c33c6f675c1ffbc05fa08da205fe60e3d1c9ea0c4a24d522,ORION__CANON_POLICY__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__CANON_POLICY__v1.1.md,887,b63b3d4dfd220e90c33c6f675c1ffbc05fa08da205fe60e3d1c9ea0c4a24d522,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
289,duplicate_format,ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,786,a4131605b35cfdf081ae6ed64b6dd1ebe738618bc7e78faeac42f9afb72b58c4,ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,786,a4131605b35cfdf081ae6ed64b6dd1ebe738618bc7e78faeac42f9afb72b58c4,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
290,duplicate_format,ORION__DOC_METADATA_SCHEMA__v2.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__DOC_METADATA_SCHEMA__v2.0.md,1172,6140097a9b70771e6c29a0aaff1120bd600fea56f07457d09e1acfd0df5a6ceb,ORION__DOC_METADATA_SCHEMA__v1.1.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__DOC_METADATA_SCHEMA__v1.1.md,963,006822c13dc76e4e840d20dd98c51352c9317547644c179a813b6d1fdda2ae9d,209,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
291,duplicate_format,ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,830,35740dcdc1d188a4b7626bb394acebfc9b5e3c982aba1b21e464c3ce074998ac,ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,830,35740dcdc1d188a4b7626bb394acebfc9b5e3c982aba1b21e464c3ce074998ac,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
292,duplicate_format,ORION__ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__ENTITY_REGISTRY__v1.0.md,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,ORION__ENTITY_REGISTRY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__ENTITY_REGISTRY__v1.0.txt,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
293,duplicate_format,ORION__EXTERNAL_REFERENCE_LINKS__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__EXTERNAL_REFERENCE_LINKS__v1.0.md,1089,0c71570656782ff17c270bb8491d5f00841a8259dec457a2a0e16338dce61b38,ORION__EXTERNAL_REFERENCE_LINKS__v1.0.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__EXTERNAL_REFERENCE_LINKS__v1.0.md,1089,0c71570656782ff17c270bb8491d5f00841a8259dec457a2a0e16338dce61b38,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
294,duplicate_format,ORION__L1_COMMAND_STRUCTURE__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__L1_COMMAND_STRUCTURE__v1.1.md,618,68bbbed636cfe4902b640aca1defb7143fdc562693c0e95aad2420d2560fa369,ORION__L1_COMMAND_STRUCTURE__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_COMMAND_STRUCTURE__v1.1.md,618,68bbbed636cfe4902b640aca1defb7143fdc562693c0e95aad2420d2560fa369,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
295,duplicate_format,ORION__L1_DISPATCH_PROTOCOL__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__L1_DISPATCH_PROTOCOL__v1.1.md,691,1ef3d6076bd9b3cc8797730b7ddd072999a020bac786078f077f3ac6637dbaae,ORION__L1_DISPATCH_PROTOCOL__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_DISPATCH_PROTOCOL__v1.1.md,691,1ef3d6076bd9b3cc8797730b7ddd072999a020bac786078f077f3ac6637dbaae,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
296,duplicate_format,ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,599,c07ee43995f2dc411820aafbb6d9877d14c9e585f9397d763214dea5bf50abea,ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,599,c07ee43995f2dc411820aafbb6d9877d14c9e585f9397d763214dea5bf50abea,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
297,duplicate_format,ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,710,2eb995b5476dff502f29f029d6eb806cefd48b6fa5d5c17765b9dd3b26ef80d5,ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,710,2eb995b5476dff502f29f029d6eb806cefd48b6fa5d5c17765b9dd3b26ef80d5,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
298,duplicate_format,ORION__L1_STATION_CANVAS__AURORA_V2.5__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__L1_STATION_CANVAS__AURORA_V2.5__v1.0.md,1116,4ab670920eac009351fda3b03f63f9fb8f936e462b17fed904dc303d44015424,ORION__L1_STATION_CANVAS__AURORA_V2.5__v1.0.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_STATION_CANVAS__AURORA_V2.5__v1.0.md,1116,4ab670920eac009351fda3b03f63f9fb8f936e462b17fed904dc303d44015424,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
